customer_tweet_id,customer_message,intent,confidence,reason
961452,i ordered from a 3rd party seller whose website and social media haven’t been active in over a year. Can I cancel my order now ?,Order Cancellation,HIGH,Original label matches the customer's message content.
378444,Any plans to add malayalam movies in prime video?,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
391174,The associate already told me I selected two-day shipping; wasn’t too much help after that,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
200202,Apparently it takes many days to send out a #StarWarsBattlefrontIIBETA code... GG missed out on the first day thanks :/,Delivery Delay,HIGH,Original label matches the customer's message content.
511679,"hey, it says the whole of season one is on prime, but only one episode is, please can you fix this thank you",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
435753,I got prime 2 days shipping but the item's coming in three days. Four if you count the day i bought it. Help?,Delivery Delay,HIGH,Original label matches the customer's message content.
306567,I pre ordered a book that was supposed to arrive Tuesday but was delayed until yesterday and I still haven’t recieved it.,Delivery Delay,HIGH,Original label matches the customer's message content.
465758,"Hey , I paid extra $ for 1-day shipping because I needed my package by tonight... 8PM, still no package... WTH??",Delivery Delay,HIGH,Original label matches the customer's message content.
1041792,"Lately Ive had multiple Prime orders overdue. Latest order: Placed Saturday, hasn't shipped today. Whats up?",Delivery Delay,HIGH,Original label matches the customer's message content.
180010,"I've contacted them by chat 3 times, at different times, they said it's status is ""delivered"" , but nothing came through my letterbox/mailbo",Delivered but Not Received,HIGH,Original label matches the customer's message content.
863952,what’s the point of prime when items 4 days later the items been delayed twice,Delivery Delay,HIGH,Original label matches the customer's message content.
639421,Yep - have spoke to chat via the app who have assured me will be here tomorrow 😊 thanks!,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
93714,"I've had to temporarily cancel Unlimited because I am broke af 😅 but on my basic prime music that I still have, it's not playing things in the listed order? It haven't put it on shuffle. Is that a thing now if you're not Unlimited? :/",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
1033736,"I'M SO FUCKING STUPID, OH MY GOD. I ACCIDENTALLY SIGNED UP FOR AMAZON PRIME??? LIKE I JUST CLICKED IT AND NO VERIFICATION OR ANYTHING",Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
555377,Amazon prime is getting to be a joke ordered two items yesterday for delivery TODAY I’ve just been told I will have to wait up until Wednesday it’s not the first time either 😡😡😡,Delivery Delay,HIGH,Original label matches the customer's message content.
309483,I'm a prime member and I paid extra for next day shipping,Delivery Delay,HIGH,Original label matches the customer's message content.
1131233,Have delivered to wrong House again. Claim they’ve delivered to me! only firm that can’t get it right! Such a pity Amazon changed to them.,Delivered but Not Received,HIGH,Original label matches the customer's message content.
525549,What the hell is going on.. I didn't received my order and it shows .. Item handed to customer. Poor service. Waiting from 4 days. I made online payment. Not expected poor service like that from #Amazon,Delivered but Not Received,HIGH,Original label matches the customer's message content.
144038,I gave additional delivery address info and was advised it would be delivered yesterday. But it wasn't. Not sure what else I can do?,Delivery Delay,HIGH,Original label matches the customer's message content.
69826,"I can't be bothered to go into it again, it's all just too damn painful. Think I'll just cancel instead and, inevitably, buy less stuff with you as a result. But you don't care right? Just want to take it to DM so I can sh",Order Cancellation,HIGH,Original label matches the customer's message content.
152058,"Ok thanks, so I think I'll order both sizes then in case the small is too small. Presume then it will be ok to return the one that's not best?",Return / Refund,HIGH,Original label matches the customer's message content.
205967,"yeah, I'm really quite annoyed, have let me down a lot lately, when I order 150-200 times a year from them :/",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
1064880,A lot of us are keen to explore Gujarati Movies and Shows - we definitely are awaiting for such content. Hopefully Amazon would bring in 1st,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
641729,"see tweet above. Return me my money, deliver my goods I ordered and also return me the delivery fee your customer support thought they could sneak it to 'help' me!!! 😡",Return / Refund,HIGH,Original label matches the customer's message content.
913841,#AmazonIndia I already registered the complaint. I want replacement but amazon will give me refund only as watch is out of stock.,Return / Refund,HIGH,Original label matches the customer's message content.
703839,This is really useful for 9 to 5 businesses. Thanks guys. #NobodyHome,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
345843,Hey is this real or a scam? #amazon #HelpMeOut #ScamOrNot,Account / Login / Security,HIGH,Original label matches the customer's message content.
549517,"from Italy, I've been waiting for a refund since nov 16th. Looks like there was a trouble in your procedure, no way your customer service can solve this for me. Unfair!",Return / Refund,HIGH,Original label matches the customer's message content.
155187,unimpressed with the prime delivery ... chuck it on your doorstep and leave don't even knock ... not even boxed 👎🏻pants!,Delivery Delay,HIGH,Original label matches the customer's message content.
985075,Kindle. Do you know how long it takes for refund requests to be reviewed? Thanks.,Return / Refund,HIGH,Original label matches the customer's message content.
588752,How can address be incorrect when parcels have been delivered today #badservice now reordered #nothappy #nomore #getitright,Delivery Delay,HIGH,Original label matches the customer's message content.
789302,I have watched more than 5 titles. But didn't received any mail. Could you tell me what went wrong? Would love to have the Amazon Fire Stick,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
1098620,"I have tried this on my phone and my co-workers PC, we both have the same issue. It looks like a server side problem.",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
442872,I must of clicked not to i paid the year last November and it now says I just have the option to rejoin thanks,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
347586,"The word ""bags"" is right in the product title. Is the product profanely titled? Or is, perhaps, there a problem with the review examination?",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
1137743,I want the Norwegian subbed version but as the current information is contradictory I thought I'd check first.,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
1092352,amazon hld mine 4500 pound over 130 days passed. my email address is __email__ . please email me or phone 07466565310,Return / Refund,MEDIUM,Customer wants money Amazon has held for over 130 days back.
385370,"Order:Thursday 5 October 2017 / 408-6673389-3841925, Items: Redmi 4 (Gold, 64GB) but not delivered my address of your delivery boy",Delivery Delay,HIGH,Original label matches the customer's message content.
86110,"It was December 4 but still, I chose 2 day shipping on it!",Delivery Delay,HIGH,Original label matches the customer's message content.
990991,my order is past 4 days of shipping date.,Delivery Delay,HIGH,Original label matches the customer's message content.
593346,Do you want the order number to look into it yourself?,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
281174,Issue solved. Thanks,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
181221,I only wanted one thing for Black Friday and I didn't even have to go to the store to get it thanks to the wonderful invention that is :D,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
973967,Done. Sent you detailed email. Have a look and do what you can...,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
1108352,Uhm...if I paid extra for next day shipping and my shit is now gonna be a day later than that. What are we gonna do about that,Delivery Delay,HIGH,Original label matches the customer's message content.
696662,i will try emailing you guys. Is the link where i send the email to? or do you guys have a support address..?,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
359512,Dear is this the way you talk to your Paid Amazon Prime customers and resolve their problems?,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
71952,I have now had an email that has resolved the issue. I appreciate your quick response and the resolution. Thank you.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
395462,Update on my prime “two day” shipping.,Delivery Delay,HIGH,Original label matches the customer's message content.
480318,Not exactly sure why I am paying 100$ a month for prime when all my orders are getting delayed when shipped to me. I thought my service was a guaranteed 2 day shipping?,Delivery Delay,HIGH,Original label matches the customer's message content.
128068,Haha..a parody of privacy..whn I don't consider D's personal who Ur 2 preach me ds.refund my money Mafia #digitalmafia,Return / Refund,HIGH,Original label matches the customer's message content.
657947,"We are moving in a circle. I'm searching help because I can't contact Amazon China, but the only help I receive is an advise to contact Amazon China. This is a really ridiculous situation! if all sellers can't receive support from AMAZON China I don't understand how it works.",Customer Support / Complaint,HIGH,Original label matches the customer's message content.
551828,That would be helpful if it was someone who spoke English on the other end! They said they had an issue with the delivery company but I had a parcel delivered this morning which was also prime!,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
255470,Just says arriving Tuesday ..... but it’s an amazon prime order so surely it should come tomorrow,Delivery Delay,HIGH,Original label matches the customer's message content.
350789,why is a cloudtail sold bag not eligible for return? Please resolve! thanks,Return / Refund,HIGH,Original label matches the customer's message content.
694398,"i know..but to link smart home devices to Alexa...this ""Broadlink remote control"" skill is necessary. why limit it to the US only. we do not want to change location in the Alexa app just for that or use some complicated plugins or bridge.",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
320356,It’s 3 weeks. Your customer care is best at reading scripts,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
712472,why am I paying for prime 2 day shipping if it actually takes 4-5 days to come in? Whatever happened to getting it in 2 days??,Delivery Delay,HIGH,Original label matches the customer's message content.
427334,What do u want me to do on that link?,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
328714,"just got an echodot, testing it and said play msnbc. It played from tunein. I don’t have an account for that app. Will I be charged through my cc that’s on my amazon acct?",Payment / Billing,HIGH,Original label matches the customer's message content.
392634,"I said yes. Now I am getting a notification that ""Your Amazon.in order could not be delivered as customer was not available"" 😂 🤔",Delivery Delay,HIGH,Original label matches the customer's message content.
330169,Hi just got notification saying my order has been delivered and handed to Eva? Well nothing got handed to me.,Delivered but Not Received,HIGH,Original label matches the customer's message content.
413024,"Odd, I got the package that was delivered after my first one, first. Even though I pad for same day shipping for the first package and was told it would be at my doorstep tonight...what's the point of paying same day shipping if you don't get it same day?",Delivery Delay,HIGH,Original label matches the customer's message content.
235683,Why you want everything from my side .....if you really want to resolve the issue then do some effort,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
1103691,Thanks to same day shipping for beating the shit out of my new $350 headphones,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
708546,"2 days late and counting , WHERE IS MY ORDER?!",Delivery Delay,HIGH,Original label matches the customer's message content.
969110,So You Want 9 Days To Solve My Problems And still my problem unsolved,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
10636,"My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",Delivery Delay,HIGH,Original label matches the customer's message content.
840827,Amazon will soon have to leave india for appointing such pathetic courier partners... shameful service..#AmazonIndia,Delivery Delay,HIGH,Original label matches the customer's message content.
17256,wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,Order Cancellation,HIGH,Original label matches the customer's message content.
1016401,"I am absolutely fuming. My (Cc: ) Prime items / parcels were not delivered. Status - ""Arriving today by 8PM"".",Delivery Delay,HIGH,Original label matches the customer's message content.
388432,I have tried my email here and it's saying it doesn't recognise it,Account / Login / Security,HIGH,Original label matches the customer's message content.
565878,I'm trying to unsubscribe but any time I try it give me this msg. My email is __email__ thanks,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
800974,my return pickup I'd isn't updated yet on Amazon. How am I supposed to track it ?told customer care to update it still pending. :(,Return / Refund,HIGH,Original label matches the customer's message content.
431080,multiple watch lists would be great to have. Eg. I want to have a watchlist which lists movies I want to watch again and a,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
17897,Why do I even bother to pay for Prime? Ive been waiting on a package for a week that was only supposed to take two days,Delivery Delay,HIGH,Original label matches the customer's message content.
473183,I’ve just spoken on chat and now by call to your colleagues. It is the most surreal experience I have ever had. It’s utterly appalling. Two delivery failures in 2 days... apparently Due to them not recognising our PAF compliant Postcode,Delivery Delay,HIGH,Original label matches the customer's message content.
504957,"In fact, he marked it delivered BEFORE he drove by my house. I got an email from DPD saying they delivered it ... um, nope.",Delivered but Not Received,HIGH,Original label matches the customer's message content.
105155,"We tried to deliver your parcel but couldn’t leave it unattended. I have been told delivery to businesses ie schools are before half five, not after six! How many hours in a van does it take to deliver an item???? #fustrated",Delivery Delay,HIGH,Original label matches the customer's message content.
521743,"My nieces have the flu so thought would be nice to order them a craft, something to do while they don’t feel well... ordered from , paid extra for 1 day shipping and didn’t arrive on time ... so they didn’t get their present & out $ for shipping 🤬",Delivery Delay,HIGH,Original label matches the customer's message content.
861880,Rolling on 30 minutes with customer service call centre and still no resolution. Rep has no idea what to do #thinklikeacustomer,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
727102,Pathetic service 4m Amazon & delivery! Product got out of stock & u blame customer sayin it was refused. Shame,Delivery Delay,HIGH,Original label matches the customer's message content.
969384,Its been 10 days already & I didn't get my refund for the item which I returned. The customer care doesn't respond either. pls see,Return / Refund,HIGH,Original label matches the customer's message content.
166430,"I made an order on Wednesday and selected One day shipping and the package did not arrive yesterday, and has yet to arrive today.",Delivery Delay,HIGH,Original label matches the customer's message content.
50749,thanks for 5180770843835. Will never forget this... will buy my next product from a roadside vendor but #amazon ever...go to hell,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
838609,Can't afford.. really want my hands on it or feed my voice to improve it.. may nt b early users bt wil get it later #Alexa #Echo,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
963197,I ordered at about 1am same day (said tonight between 6-10pm) They still say our for delivery...,Delivery Delay,HIGH,Original label matches the customer's message content.
238565,Remember when & used to actually make their delivery promises? Now all you get is hollow apologies for the inconvenience,Delivery Delay,HIGH,Original label matches the customer's message content.
583525,I followed the link it says to contact the carrier however it says that is was delivered by amazon shipping yet there is no number for them to contact on your carrier list??,Order Tracking / Status,HIGH,Original label matches the customer's message content.
678308,"#Amazon.in .. Can you please let me know my order delivery.. Tracking shows, handed over to me... BUT NOT.. I'M IN OFFICE NOW.. I asked mystery wife, my building security... Now one knows... Order no. 407-9391279-2917152 Please update ASAP",Delivered but Not Received,HIGH,Original label matches the customer's message content.
980089,"Haven’t missed the date yet. I have my doubts it arriving on Friday, the delivery date. Hasn’t even left facility yet.",Delivery Delay,HIGH,Original label matches the customer's message content.
226364,"I did it several time that i want my whole refund but they send a replacement without my consent, i want my money now mean now",Return / Refund,HIGH,Original label matches the customer's message content.
361343,". free two day shipping has been a blessing to my life, thank you!",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
987401,"Hello, is there a set date when Season 3 will be made available for costumers? Looking forward to it! Thanks.",Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
351802,Is there an issue with Amazon Pay today? Gift card payment option does not show Amazon Pay as an option!,Payment / Billing,HIGH,Original label matches the customer's message content.
376298,"Think you calculated the shipping wrong, - it's just a coffee mug.",Payment / Billing,HIGH,Original label matches the customer's message content.
224571,"Amazon team!! Thanks... Yesterday, i recieved my parcel...but i don't know, should i thanks you or give u suggestion, after this incident!!",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
1106497,Already ordered more than 15k in last one week. #amazonindia due you guyz reward your insane shopping customer😉😉,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
366006,1 hour to process amazon pay balance into the account !! Seriously?? Order no : 405-7666923-7204367,Payment / Billing,HIGH,Original label matches the customer's message content.
1038913,OK thanks.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
490501,Is there anyway that I can change my delivery address as I ordered a parcel today to come tomorrow however I put the wrong address in,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
584571,No email notification of being late. Did monitor through tracking email and at 20:05 it showed something about being rescheduled between 12/3-12/5,Delivery Delay,HIGH,Original label matches the customer's message content.
1155096,"that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",Delivery Delay,HIGH,Original label matches the customer's message content.
921773,I've gone this route. Quickly dismissed by customer 'service'. I wrote back right away. Still no response. #smh,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
1050430,"Come on, Amazon - 50 percent of the CDs I’ve ordered this month come with broken/cracked cases. There must be a smarter way to ship than bubble wrap envelopes that don’t protect them. #amazon",Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
439695,Sir tell me one reason why i should share. Also why it want from fax. If very necessary then i can share by email only. I have no fax nearby,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
1125083,‘Amazon’ customer services have told me they have to ask amazon what has happened and create an investigation. give me my money back 🙂,Return / Refund,HIGH,Original label matches the customer's message content.
899522,You have the WORST customer service and all your packages arrived damaged. #AMAZONGERMANYSUCKS,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
635775,It was called amazon book website uk X,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
230885,"Ok, thanks! I'll try to write my message there.",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
968080,I have already contacted 6 times with Amazon. The only thing I have been hearing is that d product will be delivered by the end of the day.,Delivery Delay,MEDIUM,Package still not delivered despite repeated contact and assurances.
65754,"More like Sub-Prime. Late deliveries, no deliveries, unable to arrange replacements. No pro-active comms from Amazon. All in last 3 months at AB30 postcode.",Delivery Delay,HIGH,Original label matches the customer's message content.
24943,I have ordered one black and grey backpack of Polestar and I received complete pink backpack which I never ordered,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
425389,"I just joined Prime. The very first delivery guy spoke rudely, claimed to not have been given my address, hung up on me.",Delivery Delay,HIGH,Original label matches the customer's message content.
389938,"Hi, I didn't expect such service from amazon. I am expecting my product to be delivered by today, but still it is not delivered.",Delivery Delay,HIGH,Original label matches the customer's message content.
455493,why’d I clicked 2 day shipping on MONDAY and still don’t have my package?,Delivery Delay,HIGH,Original label matches the customer's message content.
31852,"Dear , 10.99 dollars deducted for Prime membership. Sorry, I never subscribed to it. Please return.",Return / Refund,MEDIUM,Customer explicitly asks for the unauthorized Prime charge to be returned.
467532,The item was delivered to my neighbor. I just received it. Your delivery personnel could not contact me. Kindly update my contact no. with your system.,Account / Login / Security,HIGH,Original label matches the customer's message content.
1022837,"Let me repeat. I don’t want to use amazon pay balance and u can’t force me to. Pls refund cash. U can call me , no mentioned in DM",Return / Refund,HIGH,Original label matches the customer's message content.
149240,I asked last week but never got a reply.. how do i know what my amazon balance is... not giftcard balance,Payment / Billing,HIGH,Original label matches the customer's message content.
697908,Hi! Do you know why I can’t activate Twitch Prime with my Prime Student membership?,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
993181,"Amazon USA, through my family in San Diego. I ordered one #essentialphone and no news about: still pending. No explanations on the reason",Order Tracking / Status,HIGH,Original label matches the customer's message content.
729244,Message saying we need to confirm who you are ?????? But you haven’t sent the code to my email ????,Account / Login / Security,HIGH,Original label matches the customer's message content.
592049,"Well, there isn't any option to escalate or comment, it's just order info n stuff... How about addressing the already delayed delivery???",Delivery Delay,HIGH,Original label matches the customer's message content.
729685,But its showing the refund option and I don't want that I just want my order..,Delivery Delay,HIGH,Original label matches the customer's message content.
231314,I want to cancel my order tracking ID-15227156442. But i cant see any cancel option over there.,Order Cancellation,HIGH,Original label matches the customer's message content.
838621,Placed which is not only frustrating to a loyal customer as myself but hurtful to your business and name.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
585771,"I have not. Cool beans, thanks!",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
517696,You guys truly suck! And to make matters worse you representative acted as if the call was disconnected but I know she hung up. Thanks for the lack of service and the exorbitant amount of excuses. Zero accountability! Won’t order 💩 from you ever again!,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
326310,I've spoken to about 5 representatives today. Don't intend to add 6th to the list of horror. One day delivery? Really? #WorstCustomerService,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
96732,"Not in my confirmation email, but on the order screen. Things I ordered on Monday are arriving today and tomorrow. Just a bummer that you've dropped the ball on this.",Delivery Delay,HIGH,Original label matches the customer's message content.
191519,One of your customer service reps canceled it on the 2nd. What is going one?!?!,Order Cancellation,HIGH,Original label matches the customer's message content.
123393,"1st item ($15) I was told tomorrow, the item never was delivered, ""lost in transit""; 2nd item ($630) I was told tomorrow, item showed up 13 days late; 3rd item ($50) I was told tomorrow, tomorrow is nearly over and no item. Why am I paying for Prime, nothing is being delivered??",Delivery Delay,HIGH,Original label matches the customer's message content.
439757,I want more details about a product.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
360229,I ordered a phone on no-cost EMI and I canceled the ordered by credit card when I will get money back credited in card.,Return / Refund,HIGH,Original label matches the customer's message content.
1143160,"No email, in last mail u only claimed that received product is different mobile model, wherein I have given verified delivery to courier",Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
1005112,The product you send me was totally different then what I ordered also with missing some parts. And I received open package as well!,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
470176,need to tok to someone. Can't type much pls call 9719277772,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
218211,Called and called. Claims somebody will contact me. Over 2 weeks later and still nothing. Guess you want me to take my business elsewhere!!!,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
513447,There is no indication under my orders to suggest it is coming in two separate orders. There is a single tracking ID. This is a product I have ordered before and it has always come together.,Order Tracking / Status,HIGH,Original label matches the customer's message content.
295769,"and its been over 72 hours i don't see my newest book on amazon, did i do something wrong? isbn 978-1976309984",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
351304,reduce the price of iphone 6 32gb rs 20999 for 5 munuts i really want to buy,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
609373,#Help i tried to call for customer service but they disconnect call after saying we have found no order. Actually my request is related to account issue. Please contact me how ever you wish. I can manage on direct message or __email__ or call 9414514748,Account / Login / Security,HIGH,Original label matches the customer's message content.
6958,"Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",Delivery Delay,HIGH,Original label matches the customer's message content.
722156,Aww man my prime pantry box arrived with soap leaking all over the inside and boxes smashed inside :-(,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
578384,"As already stated (twice) they were in the same order. I did not say anything was cancelled, I said only one has been dispatched",Order Tracking / Status,HIGH,Original label matches the customer's message content.
856032,It cant find my email even though i ordered something through that email yesterday.,Account / Login / Security,HIGH,Original label matches the customer's message content.
708545,"Turns out your tracking is full of shit. Was supposed to arrive Monday, it didn’t. Didn’t arrive yesterday either. Cancelled order.",Order Cancellation,HIGH,Original label matches the customer's message content.
63869,Tuesday. Has been out twice for delivery. 1 is unlucky 2 is careless,Delivery Delay,HIGH,Original label matches the customer's message content.
922724,Is Prime Reading US-only?,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
355581,"Why do you change the status of order to Delivered even before it reaches the customer? 3 days have passed, but no delivery yet",Delivered but Not Received,HIGH,Original label matches the customer's message content.
232861,amazon is cheating with their prime customers,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
311067,I guess you didn't get it right. I wanted to show you the MRP written on the product label and the MRP mentioned on your page.,Payment / Billing,HIGH,Original label matches the customer's message content.
775763,No information what so ever they never got back to me,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
1078147,"Please I need help, I do not know where I have my product.",Order Tracking / Status,HIGH,Original label matches the customer's message content.
347487,Why should Prime members pay for delivery of Pantry products ? Change of company policy due to achieving the target numbers ?,Prime Membership / Benefits,HIGH,Original label matches the customer's message content.
586882,ORDER # 171-0200273-8793977 MCP Air Bed for Bed Sore Patients .. Worst product I have ever seen .. the air pumping machine was not working right from the beginning .. Tell me please how to return the item and how should I get back my money ...I badly want to return it,Return / Refund,HIGH,Original label matches the customer's message content.
141025,"delivery of this package thru tracking id-1763435682 has been turned into a joke,according2 package has gone back 2Amman frm Kolkata&stuck in natural disaster while says stuck in Customs in India,simply unbelievable!",Delivery Delay,HIGH,Original label matches the customer's message content.
576486,orderno:- 1__credit_card__ can you please resolve my issue it's still pending since September 2017. Delivering fake products and not responding on any of the customer service portal.,Wrong / Damaged / Defective Item,HIGH,Original label matches the customer's message content.
780374,I think this is the worst customer support of,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
594507,Hey Competely ridiculous delivery from your shipping company at 8:45 pm. Package left in my front yard. Found this morning. I have a lit porch and sidewalk. Stop using AMZL US for my orders. They are incompetent.,Delivery Delay,HIGH,Original label matches the customer's message content.
852761,"I don’t understand Prime. When I order something on Thursday for 2 day shipping, then at the latest it should get here by Monday.",Delivery Delay,HIGH,Original label matches the customer's message content.
729858,I give 5/5 star to customer services i forget her name may be #sonali gave supreb advice and help me.my order no 80497878.Thanku,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
177339,"Since screwed up, I feel you should fix it. Billing wasn't messed up till you shipped. What you sent me when I created the order. What you actually did when you shipped.",Payment / Billing,HIGH,Original label matches the customer's message content.
477691,"It was “Out for Delivery” yesterday and never showed up. At that point, it usually never does.",Delivery Delay,HIGH,Original label matches the customer's message content.
649634,when you order one day shipping and they charge you for it but it’s not delivered In one day smh,Delivery Delay,HIGH,Original label matches the customer's message content.
164872,"Well, thanks a bundle , it was totally worth staying in all day waiting for this. #Fuming #ShouldveBoughtMyTellyFromFenwicks",Delivery Delay,HIGH,Original label matches the customer's message content.
102979,where can I make complaints about the 2-day shipping that takes 4-days?,Delivery Delay,HIGH,Original label matches the customer's message content.
960235,"Not holding my breath, . My second fail from Prime in a few months.",Delivery Delay,HIGH,Original label matches the customer's message content.
314385,If there was an option lower than 1 star for customer care i'd give it,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
512419,Be careful. They offered me free same day shipping and then wouldn't stand behind it!,Delivery Delay,HIGH,Original label matches the customer's message content.
336977,The Firestick is a piece of crap.,Product / App / Website Issue,HIGH,Original label matches the customer's message content.
259397,I ordered an item 3/4 weeks ago. I've emailed the company and I haven't received a response but have taken the payment,Delivery Delay,HIGH,Original label matches the customer's message content.
622544,"Oh I am wrong I ordered it one-day, but because switched to “one day from when we get to shipping it”, it was two days and not its next Monday.",Delivery Delay,HIGH,Original label matches the customer's message content.
1073356,paid for same day delivery and was notified that you can't fulfil our deal because your workers couldn't find the item in warehouse!,Delivery Delay,HIGH,Original label matches the customer's message content.
603989,I pretty much finished my Christmas shopping in one sitting. Thanks,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
877626,I am sorry I confirm I didn’t got any email/messages from .,Customer Support / Complaint,HIGH,Original label matches the customer's message content.
180963,A million thanks to you. Appreciate your help on this to Control Bluedart. I got the product today. Again thanks so much.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
423200,Please check DM and update about my prize. Thanks,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
430017,I've sent the email. Kindly do the needful.,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
279951,Item has now been 'Out for Delivery' with Amazon Logistics for 35 hours. I'm wondering if it will arrive today.,Delivery Delay,HIGH,Original label matches the customer's message content.
62201,your Brant locker is broken AGAIN! I say again assuming you actually fix it. So tired of not being able to pick up my orders!,Product / App / Website Issue,MEDIUM,Complaint that the Amazon locker device is malfunctioning again.
594515,Have just followed the link ended up with asking me to write an email so have don't that,Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
898163,It's now saying I won't get my package until Weds. That's a full week after I ordered it. This is unacceptable,Delivery Delay,HIGH,Original label matches the customer's message content.
279163,with priority international shipping!,Delivery Delay,HIGH,Original label matches the customer's message content.
498413,"Honestly, I used to check Amazon first for any items I need, but lately I've just been trying to avoid using Amazon for my online purchases as a result.",Non-actionable / Exclude,HIGH,Original label matches the customer's message content.
600288,I want to return something but the app is telling me item is not returnable. How do I find out why?,Return / Refund,HIGH,Original label matches the customer's message content.
28453,When you order something for delivery on release date and just nonchalantly push it back a day without explanation or apology...,Delivery Delay,HIGH,Original label matches the customer's message content.
790596,wen u get product from amazon. Don't think to return. Amaze will not take back,Return / Refund,HIGH,Original label matches the customer's message content.
243174,"here it is... there used to be a calculator where it tell the total amount including shipping etc, now it's not there...",Product / App / Website Issue,HIGH,Original label matches the customer's message content.
1127981,i ordered bean bag on 7th OCT still not received. order no : 402-8267992-7563519 it's more than 18 day worst customer support,Delivery Delay,HIGH,Original label matches the customer's message content.
915450,Delivery is second step. My query was for shipping details. BTW the product was dispatched today after this post. Thank you,Order Tracking / Status,HIGH,Original label matches the customer's message content.
