customer_tweet_id,customer_message,amazon_tweet_id,amazon_response
64226,"@AmazonHelp But why Amazon India tell me your full charges refund you, that sound is right, told me, You don't refund full courier charges, than tell firstly ok,@AmazonHelp @120781 @130738 @15316 You return my full payment.",64225,@130737 We understand you are yet to receive your refund. Kindly reach us via the link provided earlier and we'll sort this out for you. ^VM
64228,"I return my order by DTDC courier that's the courier receipt, Amazon India say you send your product on courier than Amazon pay your courier charges My total courier charges is 170 RS But Amazon India refund only 40 RS. I requested you Pay my 170rs as soon as possible@AmazonHelp https://t.co/FCTdiTIVHm",64227,"@130737 That doesn't sound right! Usually, full return shipping charges will be refunded to the Amazon Pay Balance account. Please call us here: https://t.co/vlvfJr4nN9 & we'll look into this. (1/2)^SF"
64231,ich fühl mich betrogen 💔 @AmazonHelp https://t.co/7S7dljOMR2,64230,"@130739 Ohne Worte. Ich kann deine Enttäuschung absolut nachvollziehen. Melde dich bitte mal diekt bei uns vom Amazon.de Social Media Team, damit wir dem nachgehen können: https://t.co/br7bhrlJn8 Viele Grüße ^UK"
65625,@AmazonHelp @115851 je@amzon CEO i read out your mail .no timeline given when pick up will be done and when amount will returened,65623,@131026 Hi! Kindly revert to the email that we've sent. We'll update you. ^SG
65626,@AmazonHelp @131027 @115851 je @3644 please help these customers support is not helping and giving false response https://t.co/QP43u5oq8o,65627,"@131026 Hey Mihu, we have responded to you via email and working on it. Appreciate your understanding. ^RW"
65628,@AmazonHelp What's the update,65629,"@131026 Hey, this being a social platform we'll not be able to share the details here. Kindly check your email for further update. ^HD"
65631,@AmazonHelp @131027 @115851 @3974 See how amzon is harrasing customer an example .c https://t.co/4SZV80HW9y,65632,"@131026 Hey there, please reply to the same email and we will connect with you accordingly. ^RW"
65633,@AmazonHelp What's the update,65634,"@131026 Hey, we are following up on this. We will get back to you once there is an update. ^VN."
65635,@AmazonHelp @131027 @115851 @ amzon CEO can some help me .we are cheated by amzon and no one responding .feeling helpless,65636,"@131026 Hi, we will contact you with an update soon. Sorry for keeping you wait. ^OG."
65637,@AmazonHelp @131027 please resonpd on your ticket 323630 and take action against amzon .so that i can go ahead with cusomer court,65638,"@131026 Hi, as informed earlier, we'll contact you with an update soon. ^OG."
65640,@131026 @AmazonHelp employ last 21 day fake promise for me again and again so plz clear my issue and chck this issue and provide my product and not ignore my issue,65641,"@131028 This issue is being handled by our account specialist team and as requested earlier, please respond to the correspondence and help them resolve the issue at the earliest. ^KK"
65643,@AmazonHelp @131027 @3974 @115851 What's the update,65642,"@131026 Hi, We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^SP"
65647,@AmazonHelp Link is not getting open @115851 @3974 CEO,65646,@131026 Are you seeing any error message while accessing the link? Keep us posted on this. ^KJ
65649,@AmazonHelp @131027 I called amzoncall center there staff are misbehaving and cutting the call.please let me know i will get my money or not .@115851,65648,@131026 Could you please fill in your details again in the link sent by my colleague 'SP' here: https://t.co/zwyh591SYI ? (2/2)^KH
65652,@AmazonHelp @4441 whats the update .i am going escalte this issue to ministery .this case of cheating.,65651,@131026 Kindly write to us from the link mentioned earlier so we can check this for you and help ^KJ
65655,@115851 @3974 IN hello jeffBezos can you help me with the patethic service of amzon india .wrong products sent and return pick not done https://t.co/PzEz6qdkvd,65654,@131026 Hi! May I know if you've reported this to us here: https://t.co/vlvfJr4nN9? 1/2 ^KC
65665,@AmazonHelp @115851 see the fraud by your delivery team. I have not even received the product and it shows product has been delivered and signed by me... big FRAUD @AmazonHelp https://t.co/m2NZJMBN0M,65664,"@131032 We have received your details. We will get back to you with an update at the earliest. Appreciate your patience. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^HR"
65667,@AmazonHelp Have shared the details thru the link given. now call asap @115851,65666,"@131032 Thank you confirming on filling in your details, Somnath. Please be assured our team will get in touch with you at the earliest. ^PB"
65669,@AmazonHelp already contacted your customer support team.. they are of no help..if u cant call then arrange for a call from your senior management. @115851 I guess atleast this you get it done,65668,"@131032 As this is a social media platform, we can't view your account/order information. Please send your details from the link here: https://t.co/VNUITkunAc and we will assist you further. ^HR"
65671,@AmazonHelp I do not have time to write the whoke story. so call me for a discussion on the numbers given @115851 can you arrange for a call ?,65670,@131032 We wouldn't have an option to arrange a call via Twitter. Please connect with our support team using this link here: https://t.co/00q4Sqj9zL for assistance. ^KA
65673,@115851 @AmazonHelp call me on 9911582026/ 9158174488 to discuss @115851,65672,"@131032 This being a social platform we cannot access your account details. Please elaborate your concern & we'll assist you. Also, please don't provide your contact details, we consider it to be personal info. Our page is visible to the public. ^SF"
65678,@AmazonHelp yes i phoned and was told its because of black friday but this has been going on for ages. i have not had a item i have bought delivered next day for ages.then the guy said would you like me to cancel all your orders.i am fuming why would i not want them,65677,"@131033 I am sorry to hear this. Can I ask, what was the estimated delivery date given to you on the confirmation email we sent you when this order was placed please?"
65680,@115830 prime unlimited one day delivery. now thats a joke.nothing of mine have been delivered next day for ages.then 8 items i ordered were suppose to come yesterday then changed to https://t.co/PE9KMSiBUT its between today and another 5 days,65679,@131033 Sorry to hear about the delays. Have you contacted us directly about this? What was advised? ^MI
65683,"yup @115821 we paid for shipping to get the package Tuesday and seen this last night at 10pm We're sorry your package is late We don't have a new delivery date from UPS, but we recommend waiting as it'll usually arrive within a few days. NO!!!!!",65681,@131034 I'm sorry to hear about the delay. Is there any further information on your tracking? You can find your tracking here: https://t.co/Y5jpI9gRhE. ^MI
65682,@AmazonHelp yup that is where I found out it was not arriving thanks will wait for it tomorrow after work,65684,@131034 You're very welcome Frank. Please keep us posted!!^GA
65688,.@AmazonHelp I’m kinda done - I spent 1.5 hours in talks with four (!) different hotliners which ended up not being able to help until I bought more (!) to have my cart be above $25 so I could return three other broken CDs. Will return & scout local stores instead. @115851,65685,@131035 Were you advised as to why your cart had to be above $25? Were we able to provide a return label for the broken CDs?^PJ
65686,"@AmazonHelp So at this point I am led to believe that Amazon does not care about legacy media any more, else it would make sure it would arrive undamaged. Streaming of course makes more money long-term than selling an album once, I get it.",65689,"@131035 Apologies for the trouble this has caused, Roland. We're always looking for ways to improve! Please provide direct feedback regarding packaging here:https://t.co/fxgZ6hTrFA.^CN"
65690,"@AmazonHelp Also, not sure why I should give feedback in the UK if I live in the US. ;)",65692,"@131035 Apologizes for the wrong link Roland, here is the correct one for US: https://t.co/TH7UAFZey5 ^NV"
65691,"@AmazonHelp I also have provided feedback throughout all this and for most of my packages over the last years. Zero effect, so it seems that I might as well save the time and don’t do it anymore. :/",65693,@131035 Sorry to hear your received multiple broken CDs. Was the carrier the same for all orders?^ES
65694,"@AmazonHelp Correct, but not so much the carrier than the packaging’s fault. There is a reason stores don’t sell eggs in soft envelopes but in sturdy cardboard. ;)",65695,@131035 Thank you for letting us know. Can I ask if you provided feedback via the link provided by ^NV? ^TI
65698,"Alright, #Amazon. Ordered a CD. It came broken. Ordered a replacement. It came broken. Ordered a second replacement. Yes, it too came broken. It seems as if fluffy jiffy envelopes don't work as good as cardboard ones. Can't do no more exchanges, alas. Help, @AmazonHelp!",65697,@131035 I'm so sorry for the order issues. I know how frustrating that can be and we'll do our best to help! Please call in so we can take a closer look at the problem together here: https://t.co/hApLpMlfHN ^SG
65702,"@AmazonHelp 24 hours come and gone, but no update yet again. Do I have to call to get one?",65700,@131036 I am sorry to hear this. Please click on the following link to contact us: https://t.co/JzP7hlA23B.^GA
65701,"@AmazonHelp Sorry, I fail to see how pointing me at your self help page is meant to help. May as well just call again. Please take ownership of the case and give me regular updates. While I've got your attention. It would be nice to have a case management section in account details.",65703,"@131036 Hi. The link we provided previously was the ""Contact Us"" link. As we are unable to access accounts through social media, it is the best means of proceeding. ^DC"
65706,"@AmazonHelp Delivery was said to have been at 12:44 yesterday. I called in the evening. The 24h wait, is that from my call or 'recorded delivery'?",65705,"@131036 Since you received the confirmation that an investigation is pending, thank you for your patience while the investigation takes place. ^BD"
65708,@AmazonHelp @131037 Second time waiting to hear back while investigating the courier. Please do call us back this time. Had to phone up loads to get the first non delivery sorted.,65707,@131036 Please let us know if you don't hear back regarding the investigation! ^RO
65711,@AmazonHelp It’s just not fair. It’s not our fault and yet we’re the ones out of pocket and the goods undelivered. Best to use another courier or go to another address??,65709,@131037 Thanks for the information! We'd like to look into this with you. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ
65714,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,65712,"@131037 Thank you for reaching out today, Hayley. I'm sorry for the recurring issues. Is the status marked as delivered: https://t.co/aaDyEz1VgE? ^KB"
65717,"So @115830 duplicate my order, tell me I have to pay for it incl P&P before it can be refunded, send it to me in the same box as the original order that had free postage and then I don’t even get a full refund! Are you JOKING??",65715,"@131038 Hi RIkki, I'm sorry to hear about the issues. Have you had a chance to talk to us about this? If so, what were you advised?^PJ"
65716,@AmazonHelp I was advised exactly what I said - to return the item and I’d get refunded. That was it. Apparently not a full refund as there’s no option for ‘this was amazon’s mistake’.,65718,"@131038 Can I ask, does the duplicate order show here please: https://t.co/aaDyEz1VgE. If the order does not show here and you have not accidentally ordered 2 of the item, we would cover the cost of the return.^GA"
65719,"@AmazonHelp It does show and let me clarify: I did not accidentally order two of the item. I have the original order I made, and a duplicate order from ten minutes later I had nothing to do with. I ordered via the app, which I won’t be doing again if this is what happens.",65721,"@131038 We wouldn't have the option to place an order on your account Rikki, due to security reasons. Has the return been organised for the unwanted order? ^JC."
65727,@AmazonHelp @115851 Why my item was delivered after cancelling it through customer care. Why are u People torturing me .fed up past 6 days r true show of amazon,65726,"@131040 Twitter being a Social Media Platform we would not be able to check your order or account details. We have sent a correspondence to your registered email ID, please check and reply to the same. We will look into it. ^AH"
65732,"@AmazonHelp @115851 100% assurance , 100% trust broken .hoped that Amazon will fulfill the promises but disappointed 100%",65731,"@131040 I get your disappointment, Jetender. Please allow our team to work on this for you. We'll get back to you with the best possible resolution. Appreciate your understanding. ^NK"
65734,"@AmazonHelp Hahaha I got assurance ,trust me it will be delivered today",65733,@131040 We will check and connect with you accordingly. Appreciate your patience. ^RW
65736,@AmazonHelp @115851 wrote a mail having all the details and attached emails,65735,"@131040 Since you've responded to our correspondence, you'd receive an update anytime soon. Appreciate your patience and understanding. ^EM"
65738,@AmazonHelp Hurray got msg... customer not available ...this worst customer service,65737,"@131040 We can't get direct access to your Amazon account, owing to security reason. Please write back to our correspondence. We will be making things right for you. ^CB"
65740,"@AmazonHelp Shared and I got reply too ,but it's like everyday story .me too will not cancel this time .let u People cancel my order",65739,"@131040 In case the resolution provided is not up to your expectation, you can choose to write back to our correspondence. We shall review the situation. ^CB"
65742,"@AmazonHelp @115851 Today is continously third day of false promises. Sure that today also it will not be delivered,tried every step told by u .",65741,"@131040 Apologies for the delay in delivering the product. As informed earlier, kindly share your details in the link provided by 'JS' so that we can get this sorted. ^SC"
65751,"@AmazonHelp pls help to get my parcel delivered,no response ,no contact details shared , don't Kno when I get my order :(.",65750,@131040 Apologies for the experience you had with this order. Please report this to our support center here: https://t.co/vlvfJr4nN9. We'll assist you further. ^JS
65754,"More like @115830 Sub-Prime. Late deliveries, no deliveries, unable to arrange replacements. No pro-active comms from Amazon. All in last 3 months at AB30 postcode.",65752,@131041 I'm sorry to hear of this. Is there a delivery you are currently waiting on? ^KI
65753,"@AmazonHelp I will be heartbroken if Xenoblade Chronicles 2 does not arrive tomorrow. There are other items lost, overdue, and cancelled in my history. My customer email is iain at [twitter username].com.",65755,@131041 Hi Iain! What is the current status on the tracking? Is it due for delivery tomorrow? Keep us posted!^CN
65756,@AmazonHelp It says due for delivery by 11pm tomorrow but not dispatched yet. I’ve had to also order from elsewhere as I’m not confident from recent experience that Prime delivery time will be met.,65757,"@131041 I'm sorry to hear you've had to order from elsewhere, if you no longer require the item we can check if it can be canceled for you or if it is too far in the shipping process. Can you contact us here: https://t.co/JzP7hlA23B so we can take a look? ^MI"
65760,"@AmazonHelp Won’t ship black kindle to Northern Ireland, but will ship white?!🤷🏻‍♀️",65759,"@131042 Hey Kelsey, do you have the link so we can check that for you? ^RS"
65763,@AmazonHelp @117634 why does the refurbished black kindle not ship to Northern Ireland but it’s the white one does?!🤷🏻‍♀️😐,65761,"@131042 Hi, Kelsey! Could you share a link of the specific item you're looking at so we can review it with you? We're here to help in any way we can! ^AZ"
65765,@115850 I got an order cancellation notification for a cancellation I did not do. I even got a refund. Can u pls tell me what's going on?,65764,@131043 Apologies for the order cancellation. We'll not be able to check your information on Twitter. Please report it to our support team here: https://t.co/MDszy6ZxQg and you will be connected to our team to assist further. ^SC
65767,@AmazonHelp No sorry ... what about you reaching out to me and trying to resolve it !!! Oh look just had another attempt !!! And I’m still in my house 🙌🏻😩🙋🏼 cheers https://t.co/l3iC1UAkvv,65766,"@131044 I appreciate that this must be frustrating for you, however we are unable to view account details via Twitter. Please contact us via the link ^RS provided and we'll look into this for you. ^KI"
65769,@AmazonHelp I was provided with none !!!! 😡 but imagine waking up to another message saying we’ve attempted to deliver today and you weren’t available .. I’m still in my pjs .. 😩😩😩 dies someone want to explain to me what I’m paying for with this prime thingy ??? Furious,65768,@131044 Sorry to hear that. We'll be happy to look into for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
65771,@AmazonHelp I have contacted them not that they much help only ever insisting they did come when they clearly didn’t !! This keeps happening .. im not impressed,65770,"@131044 I certainly understand your concern! When you contacted us previously, what information/options were provided? ^HC"
65773,How does @115830 delivery one of my parcels tonight but insist they were unable to deliver the rest 😩 why ?? I didn’t leave the house !! Cannot believe the crap they come out with sometimes .. and yes you have delivery instructions 😡😡,65772,"@131044 I'm sorry you didn't receive your packages! Have you connected with the carrier to schedule a redelivery? If not, we can help you here: https://t.co/JzP7hlA23B ^SH"
65775,"@AmazonHelp Thank you for the quick answer, I will if it happens! 🙈",65774,@131045 Thank you:) You have a lovely day!^GA
65777,"When will @115830 dispatch my DVDs? 🙈 I’m not (that) impatient or anything, I just really want to finally have the boxset in my hands and mesmerizing this collection ❤️ https://t.co/ekR4bhdLLP",65776,"@131045 Hi, your order can be dispatched right up until close to the delivery date. A week can seem like forever when it's the Gilmore Girls you're waiting for! 😍 Let us know if you don't receive your order by the date advised.^ES"
65779,Franchement @120533 vous me décevez énormément la ...,65778,"@131046 Bonjour, en quoi puis-je vous aider ? ^SN"
65782,"@AmazonHelp Colis Amazon, j’ai contacté vos services qui ne donnent aucune solution. Carte bleue bloquée , impossible de m’en servir et malgré ça vous continuez à essayer de débiter mon compte",65780,"@131047 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX ^SM"
65781,"@AmazonHelp Malgré mes multiples mails et chats? Non, j’en ai assez de perdre mon temps avec vous, j’ai demandé à résilier toutes les commandes.",65783,@131047 Cela nous permetttera d'accéder à votre compte afin de vérifier le souci pour vous si vous le souhaitez. ^MH
65785,"@120533 : j’ai acheté 4 lampes, vous avez débité mon compte comme si c’étaient 10. Vos services répondent à peine. Que faire? Porte plainte pour vol?",65784,"@131047 Bonsoir, je suis désolé pour cela. Le colis vous a été expédié par Amazon ou par un vendeur tiers ? Vous n'avez peut-être pas contacté notre SAV mais seulement le vendeur du produit. ^MH"
65788,"@AmazonHelp still no update, how much time will take?",65786,"@131048 We haven't received the mail yet. I request you to kindly fill in the details once again through the link provided to you earlier from your registered email ID so that we can work on this right away, without any further delay. Karthika | Amazon Customer Service"
65787,@AmazonHelp Already filled yesterday 4th time...how many more times do you want me to fill? 😡 Each and every thing needs to performed or explained atleast 20-30 times for you to understand?,65789,"@131048 I'm sorry, we haven't received your details yet. Kindly drop the details related to your amazon account in the link here: https://t.co/beaaDm0muc and we’ll contact you at the earliest. ^BV"
65791,@AmazonHelp Have filled it again. Please check.,65790,@131048 If you've shared your details we'll get back to you with an update. ^MN
65793,@AmazonHelp Already filled it multiple time but no reply from your end.,65792,"@131048 We haven't received your details yet. I request you to kindly fill in the details once again through: https://t.co/GIJyeYqKE0 so that we can work on this right away, without any further delay. ^SU"
65795,"@115851 @115821 @115850 Thanks for lying, but let me remind no one is begger here to accept your alms. Refnd my money as promised. First robbed 2000 from my account and now stopped my refund, how much more you will rob? https://t.co/KtsEywyx8Y",65794,@131048 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
65797,@AmazonHelp Je ne vois pas où je peux le signaler sur mon espace client ? J’ai envoyé un message au vendeur qui est resté sans réponse,65796,@131049 Veuillez le signaler à notre SAV via le lien suivant : https://t.co/hgIrz98cdI ^FA
65799,@AmazonHelp Le suivi Colissimo dit que le colis a été livré dans la boîte aux lettres. Ma réclamation et leur recherche le confirme...je suis donc perdant de 30€ et ma surprise a été ratée,65798,@131049 L'avez-vous signalé à notre SAV ? ^SN
65801,"Deux commandes @120533 et toujours pas de livraison... et une surprise ratée, une !",65800,"@131049 Bonsoir, je suis sincèrement désolée pour cela, que dit le suivi de vos commandes et par quel transporteur je vous prie ? ^KE"
65803,@AmazonHelp Yes it says it’s going to be Re delivered today but yesterday was already a Re delivery of same parcel?,65802,@131050 Sorry for the continued issues with your delivery. Please keep us posted on the delivery today and let us know if you experience any further delays. Thank you. ^NV
65762,@AmazonHelp https://t.co/1P0u4Qd6HE,65805,"@131042 Hi, is the white one refurbished or new ? ^CR"
65806,@AmazonHelp Both the white and black ones I was looking at were refurbished,65807,"@131042 Hi Kelsey. If you have a moment, could you reach out to us here: https://t.co/JzP7hlA23B so that we can take a look at this with you in real time?^TI"
65809,@115830 WTF!!! Just been sent 2 parcels of used rubbish 😱😡 https://t.co/25Nlai5L21,65808,@131051 I'm sorry to hear about this. Could you please contact us so that we can look into it further? You can reach us here: https://t.co/oGDklGgbCZ. ^PJ
65822,"@AmazonHelp So… just got this email about my outstanding package (the iPad case). Completely unacceptable. I ordered this on Sunday, and it’s took 4 days for those jokers to realize they’ve lost it. Gonna be another 2-3 before I get a replacement. This is exactly the shit I’m talking about. https://t.co/0cxXwPhU6B",65820,@131057 Oh no! Sorry to here your order was lost/damaged while in transit. Have you been given a delivery date for the replacement?^ES
65821,"@AmazonHelp No, I still need to take time out of my busy day later to call or chat about it what to do next.",65823,@131057 I'm sorry for the inconvenience this has caused. Please keep us posted on what you are advised when you reach out to us directly. ^KI
65825,"@AmazonHelp I would *love* that. I inquired about this a few months ago on your chat support and was told it was an impossible request. I will be in touch tomorrow to arrange it, thank you.",65824,"@131057 You're welcome, Mark. Please let us know if we may be of further assistance. ^KL"
65827,@131058 @115821 LaserShip hmm I think I’ve had dealings with them in the past. The ones I’m talking about are called ‘Amazon Logistics’. It’s their own cost cutting delivery service that *tries* to deliver almost all Prime orders now. Awful. Run for cover when they roll out their drone service!,65826,"@131057 Hi, Mark! If you are consistently having issues with the same carrier, you can reach out to us via phone or chat and request that carrier be deprioritized. That would tell the fulfillment centers to look for another carrier for your packages in the future. ^SP"
65834,I'm never buying from a third party seller on @115821 again. I took a chance on one that had 99% feedback and they're trying to pull a fast one on me.,65832,"@131059 Hi, I'm sorry to hear this. Without giving any personal information, can you tell us what problem you're having?^PJ"
65835,"@AmazonHelp (Cont) lacked those features. I tried contacting the seller, they didn't reply. I submitted a claim, they finally replied saying they would give me a refund after they sent this laptop back, which is no bueno. I'm currently a student taking online classes and I need (cont)",65836,@131059 Hello! Apologies for the trouble this has caused. When did you file the claim?^CN
65838,@AmazonHelp It was yesterday and I received the reply like an hour ago,65839,@131059 Have you replied to the seller expressing your concerns about returning the laptop? Have you also asked if they are able to send the correct laptop out? - Jenna C.
65840,"@AmazonHelp Another representative (Jet N.) has emailed them on my behalf, but if it's gonna be like last time, I'm not expecting a speedy reply.",65841,@131059 We allow seller's 2 business days to reply. Keep us posted!^CN
65842,"@AmazonHelp Also, I just want to let y'all know, all my anger and frustration is directed at this seller and not y'all. Amazon has actually been nice, professional , and helpful in trying to help me.",65843,@131059 Not a problem at all! We completely understand the frustration when problems occur! Let us know if you are able to get a resolution with the seller. - Jenna C.
65847,"@123644 Hi I ordered an item earlier, the money was deducted from my card,cancelled it but still haven’t received my refund! It’s impossible to contact customer service..💩💩💩",65845,@131060 Hi. We only charge for an order when it's preparing to dispatch. It sounds as though you're seeing an authorization and you can find more info on that here: https://t.co/woMCWEYtGW ^DC
65846,"@AmazonHelp Nope, I made the order then found out the address was wrong so I cancelled it in less than 5 minuets! I received a bank notification the money was deducted! Still haven’t got back!",65848,@131060 Was the order confirmed as dispatched before you canceled the order? Which site did you place your order https://t.co/PQPnSFSCPS or? ^NV
65849,@AmazonHelp I don’t remember & it was through https://t.co/D87xKBstPi,65850,"@131060 As you canceled the order within 5 mins of placing, it would not have dispatched. We only charge at the time of dispatch. Have you had a chance to take a look at the link about authorizations sent by ^DC? ^MI"
65852,"@115821 germany blocked my account for CC check several months ago but continue sending me spam, sorry @115821, can't buy shit bc you blocked my account, 2 months after you did another check, I'm sure it has nothing to do with germens hating eastern europeans.",65851,"@131061 If you do not want to send us the details we requested from you, you can contact our customer service in order to close your account or turn off newsletters: https://t.co/lISL2XDOXw ^AV"
65854,"@115830 ordered advent calendar for one day delivery on Sunday, now expected 4 December! Advent starts on 1st. #disappointing",65853,"@131062 Hello, have we missed the delivery date provided to you via email confirmation when you placed the order? ^CR"
65856,Annoyed with @115830. Why do you charge post and packaging for every item when they are ordered as a batch to the same address! #annoyed #daylightrobbery,65855,"@131063 Hi, were the items you were purchasing sold by us directly or through one of our Amazon Marketplace Sellers? ^KI"
65859,"@AmazonHelp Amazon.de it says ""delivered"" in the website but the carrier it's still ""on its way to the distribution center"", but for 2 days it showed ""out for delivery"" in the carrier. I spent those 2 days at home so I could receive it but it never arrived.",65857,@131064 Please contact our customer service via https://t.co/24XL9C4y1x as we do not have any access to your orders here. My colleagues will take a closer look at this. ^KM
65861,I would love to know why a simple delivery of my @115821 package could not be made. It was supposed to arrive on the 26th. C'mon...,65860,@131064 Sorry to hear it hasn't arrived yet. Which site did you purchase through? Amazon .com / .de / .co.uk? ^MI
65865,@AmazonHelp @115850 @AmazonHelp Got text from service. It'd been 2 days have not received any update from Amazon service boy. https://t.co/dr1tpw6ayl,65864,"@131066 I'm afraid we haven't received your details. Please sign in to your account, and send us the details using the link provided by 'EM' here: https://t.co/kXYznTPfQM and I will look into the issue right away. ^SF"
65867,"@AmazonHelp Ya , i shared details on link",65866,"@131066 Thank you for confirming, we will look into it and get back to your soon with an update. ^SI"
65869,@AmazonHelp @115850 @115821 I contacted your customer service center and even selected return option. But service boy refused to take back product this is fruad .I want to share such fruad info with people to aware of your such fruad work,65868,"@131066 Please confirm, if you have shared your details on the link that was provided to you earlier. If not yet, then I'd request you to please do so that we could check and get this resolved at the earliest. ^KK"
65875,errrrrr…what the heck does this “Arriving Wednesday”…mean?！ It's already Thursday…Bro…So could you give me my Loki today? on Thor's day?Pleeeeeaaaaase？ಠ_ರೃ @115821 https://t.co/cM82vYsQoX,65873,"@131067 By Odin's beard, I do apologise. It looks like Elves of Svartalfheim have been causing havoc with the bifröst again... Did you check the tracking on your local couriers page to see if they mentioned a delay on Midgard? ^KI"
65878,"@115850 Well Amazon pay is turning out to be useful, have recharged twice & also got cashback 😊 #amazonpay @115850",65877,@131068 Happy to hear that!! We try our best to make you guys happy! ^AH
65885,Amazonより到着！ #かまぼこ #かまぼこ3号 https://t.co/il7pHQ6T5Q,65884,@131069 Amazonでお買い求めいただき、ありがとうございます🙇✨ お楽しみください～🎵 RI
65887,@AmazonHelp Have already cancelled order mentioned since there was no meaning in delivered after valuable time. We live in a very much time respecting world and I wish this can be improved later by @115850 and delivery team. Unfortunately nobody called up for reason of order cancellation.,65886,@131070 Apologies for the inconvenience you had regarding your order. We would like to look into it. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you soon. ^AH
65889,@115850 If I don't receive a call from delivery guy then I won't get my parcel and delivery will be attempted on next day when my vacations are starting. Shame on such services. Very disappointed. #shame #Amazon #bad_service,65888,"@131070 Apologies for the delay in the delivery of your order, Have you reported this to our support team yet? If not please report this to our support team here: https://t.co/rS49hgsbvd and we'll look into it right away. ^SU"
65891,@AmazonHelp @115830 getting very realistic looking spam emails about renewing prime. asking for bank details... I don't have prime and my credit card doesn't expire for 11 months... https://t.co/akKFy716xP,65890,@131071 Hello. You can report these types of mailings to us directly. Check out our help pages here and it will explain further how to report: https://t.co/jU3lUWIzH4 Thanks. ^NV
65880,@115850 Why the hell your expected delivery time and actual delivery time vary so much? It was showing delivery by 2nd dec and im getting call to collect it today only,65892,"@131072 The agents always try to deliver the order before estimated delivery date if their slot for delivery is available. However, if you are not available to collect it, kindly inform the agent to reschedule the delivery whenever possible within the mentioned date. ^HR"
65893,@AmazonHelp Your agent says it is third party delivery.. he can't reschedule it as it is already paid... He kept calling.... Order 406-9195017-4997117,65894,"@131072 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK"
65896,@AmazonHelp its already been collected by my friend . so no worries.. Just make sure that ur agents dont create their own rules,65897,@131072 I under your concern regarding the delivery. I've noted your comments and have forwarded your feedback internally to be worked upon. ^SY
65900,@119625 plzzz check DM,65898,"@131073 Please follow our Twitter page, so that we can reply to you through DM. ^SC"
65899,@AmazonHelp Done,65901,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV
65903,"@115833 BBC Radio 4 Keeps dropping out using TuneIn. Amazon must redirect Radio 4 to another server until this is fixed. Come on Amazon, remember “Service”? #echonightmare",65902,"@131074 Sorry to hear about the issue with BBC Radio 4 on Tunein. Have you tried using the RadioPlayer skill instead? To enable just ask: ""Alexa, enable Radio Player Skill."" ^MI"
65905,@AmazonHelp It said it would be delivered by 8pm today on the app,65904,@131075 Thanks for the information! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ
65907,@AmazonHelp It says it has been out for delivery since 8:14am today,65906,@131075 Our couriers can deliver until 21:00. Keep us posted on the delivery! ^MT
65909,@AmazonHelp I have a delivery that was supposed to come today but still hasn’t arrived can you help please? Tracking ID Q31155496393,65908,"@131075 Hey there! With Twitter, we're unable to access account or order information but we're here to help! What does your tracking information currently display here: https://t.co/aaDyEz1VgE Please, let us know. ^JE"
66177,@AmazonHelp @115821 will someone please get this sorted today? I’ve now had 12 automated emails but absolutely no resolution? I am beyond belief?!?,66175,@131141 Are the e-mails you're receiving requesting any additional information? ^JS
66176,@AmazonHelp No?! They are identical! All I want is my money back!!!,66178,@131141 We'd like a further look into this with you! Please reach us by phone or chat here: https://t.co/zYVX1Qi29G so we can help! ^KJ
66179,"@AmazonHelp I don’t want to phone you or email you as the only outcome is another automated email - I’ve had 12 now, which just adds to my anger - I just need a human to answer my questions & give me my money back. I’ve been promised numerous times this will be sorted?",66180,@131141 We'd like to have our team investigate this for you. Please send us your details here: https://t.co/UYyUHo7eWx ^GR
66181,@AmazonHelp You have them as I’ve been in contact on numerous occasions - it will all be logged under __email__,66182,"@131141 We can't access account or order information over Twitter. If you can fill out the details in the link provided, we will be able to escalate this further for you.^PJ"
66184,@AmazonHelp I’ve already done that once last week & still not heard back,66186,"@131141 Hi Sarah, I am sorry for the delay please follow the link again and we will get back to you as soon as possible. ^HS"
66191,"@AmazonHelp Surprise surprise, was promised for this to be all sorted by COB last night & still nothing?!?",66188,"@131141 Hi Sarah, have you received an email from our account specialist? Please check spam & junk folders. ^KK"
66193,"@AmazonHelp Oh my word?!? I put my complaint through the link you provided & did get a response to say the will look into it & lo & behold, ANOTHER AUTOMATED EMAIL?!? Please tell me what I have to do to get a human to answer my questions & for me to get my money back???",66192,@131141 I'm really sorry to hear that Sarah. This is being looked into internally and as soon as we have any further updates we will email you back.^MA
