customer_tweet_id,customer_message,cluster,candidate_intent,notes,corrected_intent,change_reason,status
181319,Hey . Just because I am trying to buy a gift card from you and a big item on one of your Prime credit cards at the same time doesn’t mean my account has been hacked and you need to BLOCK IT FOR FIVE HOURS ON BLACK FRIDAY!!! #RageAgainstTheAlgorithm,7,Account / Login / Security,"Account got blocked for hours over a routine purchase, treated as suspicious activity.",Account / Login / Security,,KEEP
551830,why do I pay for prime if it doesn't come the next day as described.... Waited in all day for this parcel!,7,Delivery Delay,Prime delivery isn't arriving next day as advertised; defaults to Delivery Delay.,Delivery Delay,,KEEP
105205,It also doesn’t work anyone with accounts on multiple platforms. Says “you’re stuck in the past..” no workaround yet,7,Product / App / Website Issue,Account/app doesn't work properly across multiple platforms with no workaround provided.,Product / App / Website Issue,,KEEP
477762,No it was just everything that I looked at that is #prime doesn't show as being available to deliver the next day. I sort of suspected that you have dropped this for certain items.,7,Prime Membership / Benefits,"Prime next-day delivery eligibility appears to have been dropped for certain items, a Prime benefit availability issue.",Prime Membership / Benefits,,KEEP
549558,Thanks. Kudos to UPS for being in constant contact and following up with me. Amazon makes it really hard to get through to a human... their semi-automated support system doesn't seem to be able to tell this shipping state!,7,Customer Support / Complaint,"Amazon's semi-automated support system makes it hard to reach a human or get shipping info, unlike UPS's proactive contact.",Customer Support / Complaint,,KEEP
789043,i had already have chat with your representative ... It doesn't work,7,Non-actionable / Exclude,"Says 'it doesn't work' after a chat with a rep, but doesn't specify what 'it' is.",Non-actionable / Exclude,,KEEP
130241,The app says I have to purchase books on the app. The app doesn’t accept my Audible credits. I just want to get a new book for bed 😫,7,Product / App / Website Issue,App requires purchasing books on the app and won't accept Audible credits.,Product / App / Website Issue,,KEEP
442845,I have been trying to sort a problem with your various call centres and chat associates since Sunday and no-one is helping me. You're about to lose a very valuable Prime customer is someone doesn't call me soon to resolve. Missing order!!!,7,Delivered but Not Received,Trying to resolve a missing order across multiple support channels with no help since Sunday.,Delivery Delay,"No explicit delivered status claimed; non-delivery, not delivered-but-not-received",CHANGED
346740,Doesn’t have an option for someone sent package using my data.,7,Product / App / Website Issue,Reports the site/app is missing an option for a described package-forwarding scenario.,Product / App / Website Issue,,KEEP
465753,"i paid $40 for a nintendo ds lite that doesn’t work, although it was said to be in “good” condition. how can i get my money back?",7,Return / Refund,Item described as 'good condition' doesn't work; asking how to get their money back.,Return / Refund,,KEEP
304370,I just want to know if the package is out for delivery this morning. I need it by 3pm and it doesn't say what carrier it is,7,Order Tracking / Status,Wants to know if the package is out for delivery and by when.,Order Tracking / Status,,KEEP
1075175,My UPS driver knows my office building closes at 5. Apparently your driver doesn’t.,7,Delivery Delay,"Delivery driver didn't account for their office closing time, implying a missed/failed delivery.",Delivery Delay,,KEEP
1157265,They work then they crash or the audio doesn’t match up with what’s happening,7,Product / App / Website Issue,Product/app crashes or has audio-sync problems.,Product / App / Website Issue,,KEEP
512441,my package for Amazon pantry is delayed and UPS has no info. Having it delivered to a hotel where I'm checking out tomorrow. If it doesn't come today I don't want it. I was promised prime delivery,7,Delivery Delay,Prime-promised delivery is delayed with no carrier info; defaults to Delivery Delay.,Delivery Delay,,KEEP
751261,Echo Dot in India doesn't have any India specific apps? Even for traffic it's not taking India address (1/3),7,Product / App / Website Issue,Echo Dot in India lacks India-specific app features like local traffic support.,Product / App / Website Issue,,KEEP
755084,Shortly doesn't have any time frame? Such useless service of yours. #Amazonloosers,7,Delivery Delay,"No delivery timeframe is being given, described as useless service.",Delivery Delay,,KEEP
134860,It doesn’t give me any company name or phone number.,7,Product / App / Website Issue,Missing contact information (company name/phone number) in the interface.,Product / App / Website Issue,,KEEP
868714,"So messed up my Fire Emblem Warriors pre-order and I still don't have it, fuming doesn't even cover it",7,Delivery Delay,Pre-ordered item still hasn't arrived after order issues.,Delivery Delay,,KEEP
164934,"If you take a look at the picture, you’ll see all the text is in one column. It doesn’t move left to right while typing.",7,Product / App / Website Issue,UI text formatting bug where text doesn't wrap/move correctly while typing.,Product / App / Website Issue,,KEEP
69969,done. Hope someone helps and just doesn't give us false promises this time🙄,7,Non-actionable / Exclude,Vague hope that someone helps without false promises; no specific issue described.,Non-actionable / Exclude,,KEEP
500679,About 2 seconds away from ending my membership. I've literally NEVER had so many problems with account security & customer service before when shopping online. ✌️ out ...it was mediocre while it lasted.,8,Account / Login / Security,Considering ending membership due to repeated account security and customer service problems.,Account / Login / Security,,KEEP
778908,how my problem will be resolved then? i have paid online and my order is being returned and your customer care is useless. what to do now?,8,Return / Refund,Paid online but the order is being returned and customer care isn't helping resolve it.,Return / Refund,,KEEP
757093,I’ve had problem with my account which have been blocked from past three months and least assisted by your customer service team.,8,Account / Login / Security,Account has been blocked for three months with little support assistance.,Account / Login / Security,,KEEP
958176,"Amazons new AMZL US has the worst tracking service ever, never correct delivery dates, or times. I pay for prime for the worst service 🙄",8,Delivery Delay,AMZL tracking/delivery dates are described as consistently wrong for Prime shipments; defaults to Delivery Delay.,Delivery Delay,,KEEP
708579,This has been a harrowing experience and not what is known for in customer service. Still is unresolved - no real help from anyone,8,Customer Support / Complaint,Describes an unresolved 'harrowing' experience with no real help from support.,Customer Support / Complaint,,KEEP
133596,Yes what it was one item in my cart was holding it up. Apparently there was an issue with the item and or seller and the place order wouldn’t go through the page just kept reloading. One of Amazons customer service from home folks helped me troubleshoot and track down the issue.,8,Product / App / Website Issue,"Checkout page kept reloading due to an item/seller issue, a website functionality problem.",Product / App / Website Issue,,KEEP
631596,"Every single order (3) in the past week has been late when shipped by . I have not received customer service that has been satisfactory and the last package, I walked to USPS to pick up myself. Please make this right...",8,Delivery Delay,Every recent order has arrived late and support hasn't resolved it satisfactorily.,Delivery Delay,,KEEP
144185,"#Worst experience with you ever, #wrong shipment details provided, #order #cancelled after 6 days without any intimation, #No #refund till date #customer service executive talked in very rude language & hang up without listening anything. #ridiculous services.",8,Return / Refund,Order was cancelled with wrong shipment details and no refund has been issued to date.,Return / Refund,,KEEP
932689,Had the best customer service ever. The woman was from Jamaica and sang Bob Marley down the phone to me...,8,Non-actionable / Exclude,Positive praise about a customer service experience; not an issue needing action.,Non-actionable / Exclude,,KEEP
320348,1__credit_card__ Your customer support is horrible,8,Customer Support / Complaint,Direct complaint that customer support is horrible.,Customer Support / Complaint,,KEEP
521720,is this what teach your customer service team. When in doubt ignore the customer,8,Customer Support / Complaint,Accuses support of deliberately ignoring the customer.,Customer Support / Complaint,,KEEP
631725,i got locked out of my account never recieved my items customer service rep. was super rude & cant cancel my prime supscription because....my account is still locked,8,Account / Login / Security,"Locked out of account, items never received, and can't cancel Prime because account is locked; account access is the blocking issue.",Account / Login / Security,,KEEP
761873,I HATE YOUR CUSTOMER SERVICE AHHHHHHHHHHHHH,8,Customer Support / Complaint,Direct expression of hatred toward customer service.,Customer Support / Complaint,,KEEP
339157,thank you for having the worst customer service. I have been waiting for my money since Sept 19th.,8,Return / Refund,Sarcastically thanks support while still waiting for their money (refund) since a specific date.,Return / Refund,,KEEP
1083816,#AmazonIndia ... After 20 days and 5 calls and emails to your customer care... i did not receive refund nor the right product,8,Return / Refund,"After many follow-ups, still hasn't received the refund or the correct product.",Return / Refund,,KEEP
976853,please wait for a lawyer notice for your shitty customer service. 404-9431882-1668333 #worstCustomerService #Amazon,8,Customer Support / Complaint,Threatens legal action over what they call shitty customer service.,Customer Support / Complaint,,KEEP
725901,I have already sent a mail yesterday at 9pm & called customer care but no response as of now. Marked mail to Jeff also.#fraud,8,Customer Support / Complaint,No response from support despite email and phone contact attempts.,Customer Support / Complaint,,KEEP
1114945,but still my packet is not delivered........no proper response from courier team and amazon customer care.......they r jst delaying my order,8,Delivery Delay,"Package not delivered, with courier team and Amazon support both delaying resolution.",Delivery Delay,,KEEP
1103601,Your customer service has deteriorated to unbelievable depths.,8,Customer Support / Complaint,States customer service quality has deteriorated significantly.,Customer Support / Complaint,,KEEP
311011,"You are right, I am also facing issue with Amazon.their customer service taking too much time to solve any issue.",8,Customer Support / Complaint,General agreement that Amazon's customer service takes too long to resolve issues.,Customer Support / Complaint,,KEEP
1146597,"I haven’t received any feedback, the status just says waiting to receive item back.",9,Return / Refund,"No update beyond 'waiting to receive item back,' referring to an in-progress return.",Return / Refund,,KEEP
900393,I received refund in my bank account thank you Now I am satisfied,9,Non-actionable / Exclude,Confirms refund was received and customer is satisfied; no further action needed.,Non-actionable / Exclude,,KEEP
381995,"Still i have not received this product, this is really really pathetic",9,Delivery Delay,"Product still hasn't arrived, described as pathetic, with no mention of it being marked delivered.",Delivery Delay,,KEEP
99963,"just received what I believe to be a bogus email, do you want these forwarded to a fraud dept so they can get shut down? #fraud",9,Account / Login / Security,"Reporting a suspicious/bogus email, asking if it should be forwarded to a fraud department.",Account / Login / Security,,KEEP
235156,"hi, I’ve just received an email to say I’ve renewed my prime. Never had it. Is this spam? Please help",9,Prime Membership / Benefits,"Received a suspicious Prime renewal email despite never having Prime, unsure if it's a scam.",Prime Membership / Benefits,,KEEP
569137,I've still not received any sort of response whether helpful or not. I really expected more from Amazon,9,Customer Support / Complaint,No response of any kind received from support after reaching out.,Customer Support / Complaint,,KEEP
718400,Hey I've received an email from you? claiming to be 'checking user details' and threatening to disable acc 4 non use! Presume it's a #scam ? Acc used a wk ago😉,9,Account / Login / Security,"Received a suspicious email threatening to disable their account, suspected to be a scam.",Account / Login / Security,,KEEP
99815,"Very Disappointed with Amazon.in.This is back to back Second time when i ordered something and got the incorrect/different product in delivery. Is this a ""Fashion Freak"" Brand Product which i received in my order???#WorstExampleofApniDukan.",9,Wrong / Damaged / Defective Item,Received an incorrect/different product for the second time in a row.,Wrong / Damaged / Defective Item,,KEEP
133770,this is what I received in my 5 order. Please help!,9,Wrong / Damaged / Defective Item,Shows what was received in their order as evidence of a problem with the item.,Wrong / Damaged / Defective Item,,KEEP
356374,"Dear I didn't received my products {tracking id 5180758578866} , which was supposed to deliver on Oct 4.",9,Delivery Delay,Product was not delivered by its expected delivery date.,Delivery Delay,,KEEP
180206,I've pre-ordered Star Wars Battlefront 2 but haven't received a code for early access to the beta. Please help.,9,Product / App / Website Issue,Never received a promised digital pre-order beta access code for the game.,Product / App / Website Issue,,KEEP
865809,"What reply when will I get my cashback ,,it was supposed to be received by 12th Nov ,,u guys have any shame left or not... not even one time u have given my due promised cashback without harrassing me.",9,Payment / Billing,Promised cashback hasn't been paid out by its expected date.,Payment / Billing,,KEEP
421514,"Silly its a used product, that I have received.. Thats why the OLX part..duhh!! replace it asap",9,Wrong / Damaged / Defective Item,Received a used product instead of new and wants a replacement.,Wrong / Damaged / Defective Item,,KEEP
396886,Order -4__credit_card__. Received pre-used item instead of brand new! Birthday gift for my niece now missed. Compensate loss ASAP,9,Wrong / Damaged / Defective Item,Received a pre-used item instead of a brand-new one meant as a gift.,Wrong / Damaged / Defective Item,,KEEP
1012898,No boss..i have not received any mail. Pls resend it or else pls give me a call,9,Non-actionable / Exclude,"Says they haven't received 'any mail,' but it's unclear what communication this refers to.",Non-actionable / Exclude,,KEEP
287403,tracking page says ‘delivery was received by <my name>’ but it wasn’t cos I’m at work!,9,Delivered but Not Received,"Tracking shows delivery received by name, but customer was at work and didn't receive it.",Delivered but Not Received,,KEEP
392629,"hey , how do i get a refund on something that was not delivered to the correct address therefore was never received",9,Return / Refund,Asking how to get a refund for an item delivered to the wrong address and never received.,Return / Refund,,KEEP
233786,"Hmmm I feel like my return got lost in the mail. Sent off on the 21st, still not received yet. How long does it normally take?",9,Return / Refund,"A return shipment appears lost in transit, with no update on when it will process.",Return / Refund,,KEEP
65838,It was yesterday and I received the reply like an hour ago,9,Non-actionable / Exclude,Brief reply confirming a reply was received; no open issue described.,Non-actionable / Exclude,,KEEP
163475,I see. I did message earlier in the day but haven't received a reply. Bit worried as I don't want to miss out on it at that price just in case it is a Black Friday only deal. Would prefer to buy from Amazon direct but they didn't do a Black Friday price/deal on the note 8 ☹️,9,Customer Support / Complaint,"Sent a message earlier and still hasn't received any reply, causing worry about missing a deal.",Customer Support / Complaint,,KEEP
1117014,done but nthng will happen i know,10,Non-actionable / Exclude,Vague resigned comment with no identifiable issue.,Non-actionable / Exclude,,KEEP
531613,When your amazon prime package was to be delivered yesterday and tracking says they don't know when now??? Really???,10,Delivery Delay,Prime package delivery date has slipped with tracking unable to give a new date; defaults to Delivery Delay.,Delivery Delay,,KEEP
740379,I know. That’s y I am uninstalling Amazon app. You fooled me twice. I won’t forget that.,10,Customer Support / Complaint,"General dissatisfaction and distrust after being let down twice, without naming a new specific issue.",Non-actionable / Exclude,"Vague emotional statement, no resolvable issue",CHANGED
596756,"I don't have it, no",10,Non-actionable / Exclude,One-line reply fragment with no standalone context.,Non-actionable / Exclude,,KEEP
576526,I know we’re living in a knowledge economy but I don’t think that means you can send me empty packaging in the mail.,10,Wrong / Damaged / Defective Item,Received empty packaging instead of the actual item.,Wrong / Damaged / Defective Item,,KEEP
297946,Why was a package I ordered from you delivered to a vacant house down the street? USPS mail carrier let me know.,10,Delivered but Not Received,Package was delivered to the wrong (vacant) house instead of the customer's address.,Delivered but Not Received,,KEEP
222846,I understand you guys are following up but it's already 72 hours past your initial timeline of 48-72 hours! Let me know a proper time line!,10,Delivery Delay,"Resolution has already exceeded the promised 48-72 hour timeline, asking for a real ETA.",Delivery Delay,,KEEP
360236,No .. but amazon are saying it’s not on my account so I don’t know where the charge is coming from,10,Payment / Billing,Unrecognized charge that doesn't appear on their account.,Payment / Billing,,KEEP
324387,I'll have to check this when I get home and let you know. I've not had a text/email etc to even say the parcel is delivered.,10,Order Tracking / Status,"No notification confirming the parcel was delivered, so they don't know its current status.",Order Tracking / Status,,KEEP
827093,Physical as far as I know.,10,Non-actionable / Exclude,One-word-style reply fragment ('Physical as far as I know') with no standalone context.,Non-actionable / Exclude,,KEEP
542119,Just got charged fucking $50 for an prime account that I didn't even know I had.,10,Prime Membership / Benefits,Charged for a Prime account membership they didn't know they had.,Payment / Billing,"Main issue is the unexpected charge, not membership",CHANGED
444281,I will not open my phone till the next 10 days. If you really value my words then do mean it and pass it to your seniors and let me know that you are ready to my phone back and give me a refund .Otherwise there is no point of sugarcoating stuff.This policy is wrong just accept it,10,Return / Refund,Requesting a refund for a bad item received and pushing back on the return policy.,Return / Refund,,KEEP
74588,Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,10,Return / Refund,Asking for an update on when a refund can be expected for a defective item received.,Return / Refund,,KEEP
49934,How do I know? I've been out since 7am so no idea how long it's been sat in full view of the street.,10,Delivered but Not Received,Concerned about a package left unattended/exposed outside without knowing for how long.,Delivered but Not Received,,KEEP
952015,Thanks but why would i pre order if i eventually want to watch it streaming? Do u know when that will be possible?,10,Product / App / Website Issue,Asking when a pre-ordered title will be available for streaming.,Product / App / Website Issue,,KEEP
420901,"I dont know if it is, because I have not received any calls or any confirmation regarding this. If only someone would call me about it.",10,Customer Support / Complaint,No callback or confirmation has been received despite expecting one.,Customer Support / Complaint,,KEEP
1011489,2/2 which I can’t do as I don’t know how to package it or with what.,10,Return / Refund,Doesn't know how to package an item for a return shipment.,Return / Refund,,KEEP
378690,"hi. Don't know whether it's your doing, but my consignment is coming today. Just got a message. Thanks :))",10,Non-actionable / Exclude,Neutral note that a delayed consignment is now arriving today; no further action needed.,Non-actionable / Exclude,,KEEP
483853,I just live-chatted and there is no resolution. They'll let me know new date when they get warehouse unloaded. Oh well. You're right. It is what it is.,10,Delivery Delay,Live chat gave no resolution; new delivery date still pending on warehouse processing.,Delivery Delay,,KEEP
886146,"I know it's a minor thing, but why can't I just opt my general account to support . Its hard to remember to smile.",10,Non-actionable / Exclude,"Vague, unclear remark about account/support options with no identifiable issue.",Non-actionable / Exclude,,KEEP
49986,Filled. Let's see how #responsible you people towards customer. Last 30days very frustrating.. lost #hope & #trust on Amazon. It's ur final,11,Customer Support / Complaint,General frustration and loss of trust over the past month without naming one specific issue.,Customer Support / Complaint,,KEEP
1056757,Purchased a new mobile from Amazon and it's faulty.,11,Wrong / Damaged / Defective Item,New mobile purchased turned out to be faulty.,Wrong / Damaged / Defective Item,,KEEP
275844,"iPhone 32 GB variant official price is 39,000/- In Amazon sale you guys charging us 45K is it fair?",11,Payment / Billing,Complains about being charged well above the item's official price during a sale.,Payment / Billing,,KEEP
287389,Why did amazon feel the need to package my teenie tiny item like this,11,Non-actionable / Exclude,"General gripe about oversized/odd packaging for a small item, without a damage or replacement claim.",Non-actionable / Exclude,,KEEP
223941,"Also your customer support accepted the ""Technical Glitch"" in the system? Should I expect emergency deployment at Amazon today? 🤗",11,Product / App / Website Issue,Support confirmed a technical glitch in the system.,Product / App / Website Issue,,KEEP
629546,I want my product today . If Amazon have claims good service then this is time to prove it.,11,Delivery Delay,"Wants the product delivered today, implying frustration over a delay.",Delivery Delay,,KEEP
1058846,"If the seller dont want to sell at dis price,why ur keeping this in ur amazon.I'm trying from two days to buy it, it showing error",11,Product / App / Website Issue,Getting an error while trying to complete a purchase.,Product / App / Website Issue,,KEEP
865705,Still no resolution. Amazon is really Pathetic,11,Customer Support / Complaint,"States there has been no resolution and calls Amazon's service pathetic, without a specific issue named.",Customer Support / Complaint,,KEEP
278664,Error on Amazon Jobs site after completing survey. Android 5.1 and Chrome 61,11,Product / App / Website Issue,Error occurs on the Amazon Jobs website after completing a survey.,Product / App / Website Issue,,KEEP
344883,#amazon #amazoindia are cheaters and don't buy products there. They have MF delivery boys,11,Customer Support / Complaint,General accusation that Amazon and its delivery staff are dishonest/cheaters.,Non-actionable / Exclude,"General rant, no specific resolvable issue",CHANGED
231755,Can't add money to Amazon Pay. On 21 Sept your executive said it will be solved in 48 hours. Is the period over yet?,11,Payment / Billing,Unable to add money to Amazon Pay despite being told it would be fixed.,Payment / Billing,,KEEP
726389,The fact that my last 2 amazon orders haven't arrived even remotely on time is kind of annoying...,11,Delivery Delay,Their last two orders have not arrived close to on time.,Delivery Delay,,KEEP
139069,This is an unfair trade practice. Atleast tell me where can I read the policy and list of transactions prohibited through Amazon pay balance. There's nothing on website which confirms what you are saying,11,Payment / Billing,Asking where to find the Amazon Pay balance policy and list of prohibited transactions.,Payment / Billing,,KEEP
142891,hai team amazon where is my refund amount,11,Return / Refund,Directly asking where their refund amount is.,Return / Refund,,KEEP
332038,Amazon is not believable for electronic device like iPhone! Save your money... 🙏🙏🙏,11,Non-actionable / Exclude,"General expression of distrust toward buying electronics on Amazon, without a specific order issue.",Non-actionable / Exclude,,KEEP
889406,"Yes, due to a charge back for undelivered goods. Kind of important to unlock my account, since everything here is literally, Amazon.",11,Account / Login / Security,Account is locked due to a chargeback dispute and they need it unlocked.,Account / Login / Security,,KEEP
549977,My Amazon Echo has stopped working 4 days out of a 1 year warranty enjoy my money Amazon. Quality product merry xmas,11,Wrong / Damaged / Defective Item,Echo device stopped working while still under its one-year warranty.,Wrong / Damaged / Defective Item,,KEEP
180829,missing component and your saying simply sorry wah Jeff this is how you run amazon USA ??,11,Wrong / Damaged / Defective Item,Product arrived with a missing component.,Wrong / Damaged / Defective Item,,KEEP
708604,Great.... ... what is the procedure to become a seller in amazon .... i would really love to sell this fake for 2k...,11,Non-actionable / Exclude,Sarcastic remark about becoming a seller to sell fakes; not a genuine support request.,Non-actionable / Exclude,,KEEP
327013,Told yesterday would now be priority before 10am today not arrived Birthday present for Grandson now too late #Amazon you lie and don’t care,11,Delivery Delay,"Promised priority delivery before 10am did not arrive, delaying a birthday gift.",Delivery Delay,,KEEP
