customer_tweet_id,customer_message,true_intent,predicted_intent,confidence,correct
421514,"Silly its a used product, that I have received.. Thats why the OLX part..duhh!! replace it asap",Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.39281195,True
396886,Order -4__credit_card__. Received pre-used item instead of brand new! Birthday gift for my niece now missed. Compensate loss ASAP,Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.30151096,True
1012898,No boss..i have not received any mail. Pls resend it or else pls give me a call,Non-actionable / Exclude,Customer Support / Complaint,0.25837177,False
287403,tracking page says ‘delivery was received by <my name>’ but it wasn’t cos I’m at work!,Delivered but Not Received,Delivered but Not Received,0.69486403,True
392629,"hey , how do i get a refund on something that was not delivered to the correct address therefore was never received",Return / Refund,Return / Refund,0.8448955,True
233786,"Hmmm I feel like my return got lost in the mail. Sent off on the 21st, still not received yet. How long does it normally take?",Return / Refund,Return / Refund,0.52414924,True
65838,It was yesterday and I received the reply like an hour ago,Non-actionable / Exclude,Delivery Delay,0.22269253,False
163475,I see. I did message earlier in the day but haven't received a reply. Bit worried as I don't want to miss out on it at that price just in case it is a Black Friday only deal. Would prefer to buy from Amazon direct but they didn't do a Black Friday price/deal on the note 8 ☹️,Customer Support / Complaint,Payment / Billing,0.24591796,False
1117014,done but nthng will happen i know,Non-actionable / Exclude,Non-actionable / Exclude,0.65214413,True
531613,When your amazon prime package was to be delivered yesterday and tracking says they don't know when now??? Really???,Delivery Delay,Prime Membership / Benefits,0.3734814,False
740379,I know. That’s y I am uninstalling Amazon app. You fooled me twice. I won’t forget that.,Non-actionable / Exclude,Product / App / Website Issue,0.27806994,False
596756,"I don't have it, no",Non-actionable / Exclude,Non-actionable / Exclude,0.33500084,True
576526,I know we’re living in a knowledge economy but I don’t think that means you can send me empty packaging in the mail.,Wrong / Damaged / Defective Item,Non-actionable / Exclude,0.40366915,False
297946,Why was a package I ordered from you delivered to a vacant house down the street? USPS mail carrier let me know.,Delivered but Not Received,Delivered but Not Received,0.6779254,True
222846,I understand you guys are following up but it's already 72 hours past your initial timeline of 48-72 hours! Let me know a proper time line!,Delivery Delay,Delivery Delay,0.25980774,True
360236,No .. but amazon are saying it’s not on my account so I don’t know where the charge is coming from,Payment / Billing,Payment / Billing,0.63355327,True
324387,I'll have to check this when I get home and let you know. I've not had a text/email etc to even say the parcel is delivered.,Order Tracking / Status,Delivered but Not Received,0.7008206,False
827093,Physical as far as I know.,Non-actionable / Exclude,Non-actionable / Exclude,0.35130456,True
542119,Just got charged fucking $50 for an prime account that I didn't even know I had.,Payment / Billing,Payment / Billing,0.6861476,True
444281,I will not open my phone till the next 10 days. If you really value my words then do mean it and pass it to your seniors and let me know that you are ready to my phone back and give me a refund .Otherwise there is no point of sugarcoating stuff.This policy is wrong just accept it,Return / Refund,Customer Support / Complaint,0.2590754,False
74588,Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,Return / Refund,Return / Refund,0.8111027,True
49934,How do I know? I've been out since 7am so no idea how long it's been sat in full view of the street.,Delivered but Not Received,Product / App / Website Issue,0.26382363,False
952015,Thanks but why would i pre order if i eventually want to watch it streaming? Do u know when that will be possible?,Product / App / Website Issue,Prime Membership / Benefits,0.31425136,False
420901,"I dont know if it is, because I have not received any calls or any confirmation regarding this. If only someone would call me about it.",Customer Support / Complaint,Non-actionable / Exclude,0.22914587,False
1011489,2/2 which I can’t do as I don’t know how to package it or with what.,Return / Refund,Non-actionable / Exclude,0.29613885,False
378690,"hi. Don't know whether it's your doing, but my consignment is coming today. Just got a message. Thanks :))",Non-actionable / Exclude,Non-actionable / Exclude,0.33908698,True
483853,I just live-chatted and there is no resolution. They'll let me know new date when they get warehouse unloaded. Oh well. You're right. It is what it is.,Delivery Delay,Customer Support / Complaint,0.17629305,False
886146,"I know it's a minor thing, but why can't I just opt my general account to support . Its hard to remember to smile.",Non-actionable / Exclude,Account / Login / Security,0.40625766,False
49986,Filled. Let's see how #responsible you people towards customer. Last 30days very frustrating.. lost #hope & #trust on Amazon. It's ur final,Customer Support / Complaint,Wrong / Damaged / Defective Item,0.20720758,False
1056757,Purchased a new mobile from Amazon and it's faulty.,Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.4332593,True
275844,"iPhone 32 GB variant official price is 39,000/- In Amazon sale you guys charging us 45K is it fair?",Payment / Billing,Payment / Billing,0.35740358,True
287389,Why did amazon feel the need to package my teenie tiny item like this,Non-actionable / Exclude,Wrong / Damaged / Defective Item,0.2964509,False
223941,"Also your customer support accepted the ""Technical Glitch"" in the system? Should I expect emergency deployment at Amazon today? 🤗",Product / App / Website Issue,Customer Support / Complaint,0.2074999,False
629546,I want my product today . If Amazon have claims good service then this is time to prove it.,Delivery Delay,Delivery Delay,0.18738225,True
1058846,"If the seller dont want to sell at dis price,why ur keeping this in ur amazon.I'm trying from two days to buy it, it showing error",Product / App / Website Issue,Order Cancellation,0.2076047,False
865705,Still no resolution. Amazon is really Pathetic,Customer Support / Complaint,Wrong / Damaged / Defective Item,0.21846463,False
278664,Error on Amazon Jobs site after completing survey. Android 5.1 and Chrome 61,Product / App / Website Issue,Non-actionable / Exclude,0.22428478,False
344883,#amazon #amazoindia are cheaters and don't buy products there. They have MF delivery boys,Non-actionable / Exclude,Non-actionable / Exclude,0.21415141,True
231755,Can't add money to Amazon Pay. On 21 Sept your executive said it will be solved in 48 hours. Is the period over yet?,Payment / Billing,Payment / Billing,0.61629254,True
726389,The fact that my last 2 amazon orders haven't arrived even remotely on time is kind of annoying...,Delivery Delay,Delivery Delay,0.17477557,True
139069,This is an unfair trade practice. Atleast tell me where can I read the policy and list of transactions prohibited through Amazon pay balance. There's nothing on website which confirms what you are saying,Payment / Billing,Payment / Billing,0.6994877,True
142891,hai team amazon where is my refund amount,Return / Refund,Return / Refund,0.9072992,True
332038,Amazon is not believable for electronic device like iPhone! Save your money... 🙏🙏🙏,Non-actionable / Exclude,Wrong / Damaged / Defective Item,0.26140246,False
889406,"Yes, due to a charge back for undelivered goods. Kind of important to unlock my account, since everything here is literally, Amazon.",Account / Login / Security,Payment / Billing,0.20668377,False
549977,My Amazon Echo has stopped working 4 days out of a 1 year warranty enjoy my money Amazon. Quality product merry xmas,Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.2547027,True
180829,missing component and your saying simply sorry wah Jeff this is how you run amazon USA ??,Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.2724703,True
708604,Great.... ... what is the procedure to become a seller in amazon .... i would really love to sell this fake for 2k...,Non-actionable / Exclude,Non-actionable / Exclude,0.39938778,True
327013,Told yesterday would now be priority before 10am today not arrived Birthday present for Grandson now too late #Amazon you lie and don’t care,Delivery Delay,Delivery Delay,0.357193,True
